MINISTERUL AFACERILOR INTERNE,,,,,,,,TOTAL,,,,,
DIRECTIA REGIM PERMISE DE CONDUCERE SI INMATRICULARE A VEHICULELOR,,,,,,,,,,,,,
PARC AUTO LA 31.12.2019,,,,,,,,,,,,,
CATEGORIA DE FOLOSINTA,Numar,Vechime (ani),,,,,,Carburant,,Vechime (ani),,,
,,0--2,3--5,6--10,11--15,16--20,>20,Motorina,Benzina,0--4,5--8,9--12,peste 12
   model nespecificat,8,4,4,0,0,0,0,0,0,8,0,0,0
 total marca INTA-EIMAR,14,0,0,0,2,8,4,0,0,0,0,1,13
   model FB3S,1,0,0,0,0,1,0,0,0,0,0,0,1
   model GOLF,1,0,0,0,0,1,0,0,0,0,0,0,1
   model LONAS LATERALES,3,0,0,0,1,2,0,0,0,0,0,0,3
   model nespecificat,9,0,0,0,1,4,4,0,0,0,0,1,8
 total marca INTER CARS,4,0,0,3,1,0,0,0,0,0,2,2,0
   model nespecificat,4,0,0,3,1,0,0,0,0,0,2,2,0
 total marca INTER CONSULT,8,0,0,0,1,4,3,0,0,0,0,0,8
   model nespecificat,8,0,0,0,1,4,3,0,0,0,0,0,8
 total marca INVEPE,10,0,0,0,6,1,3,0,0,0,0,3,7
   model EUROPA,4,0,0,0,4,0,0,0,0,0,0,3,1
   model nespecificat,6,0,0,0,2,1,3,0,0,0,0,0,6
 total marca INVEPE-JOLUSO,2,0,2,0,0,0,0,0,0,2,0,0,0
   model RPM-131,2,0,2,0,0,0,0,0,0,2,0,0,0
 total marca IRL SREMA,12,0,0,2,1,4,5,0,0,0,2,1,9
   model nespecificat,12,0,0,2,1,4,5,0,0,0,2,1,9
 total marca ISTANBUL FRUEHAUF,5,0,0,0,0,5,0,0,0,0,0,0,5
   model nespecificat,5,0,0,0,0,5,0,0,0,0,0,0,5
 total marca ITALIA,22,0,0,0,3,6,13,0,0,0,0,0,22
   model nespecificat,22,0,0,0,3,6,13,0,0,0,0,0,22
 total marca ITAS KOCEVJE,4,0,0,0,0,0,4,0,0,0,0,0,4
   model nespecificat,4,0,0,0,0,0,4,0,0,0,0,0,4
 total marca JANHEL,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,1
 total marca JANMIL,2,0,2,0,0,0,0,0,0,2,0,0,0
   model JANMIL,2,0,2,0,0,0,0,0,0,2,0,0,0
 total marca JUMBO,28,0,0,0,1,6,21,0,0,0,0,1,27
   model nespecificat,28,0,0,0,1,6,21,0,0,0,0,1,27
 total marca JUZJADE,5,2,3,0,0,0,0,0,0,5,0,0,0
   model nespecificat,5,2,3,0,0,0,0,0,0,5,0,0,0
 total marca KADATEC,6,0,6,0,0,0,0,0,0,3,3,0,0
   model L007,6,0,6,0,0,0,0,0,0,3,3,0,0
 total marca KAESSBOHRER,594,4,2,16,59,10,503,0,0,4,13,32,545
   model LOWBED,2,0,2,0,0,0,0,0,0,0,2,0,0
   model MAXIMA,23,0,0,1,22,0,0,0,0,0,0,11,12
   model MEGA,1,0,0,1,0,0,0,0,0,0,1,0,0
   model SB-2,1,0,0,1,0,0,0,0,0,0,1,0,0
   model SB10-24L,1,0,0,0,0,0,1,0,0,0,0,0,1
   model SILOLEGEND,4,3,0,1,0,0,0,0,0,3,1,0,0
   model STB-2,2,0,0,2,0,0,0,0,0,0,1,1,0
   model TANKAUFLIEGER,3,0,0,3,0,0,0,0,0,0,3,0,0
   model nespecificat,557,1,0,7,37,10,502,0,0,1,4,20,532
 total marca KAISER,127,0,0,0,0,21,106,0,0,0,0,0,127
   model KAISER SSB 35/3,1,0,0,0,0,1,0,0,0,0,0,0,1
   model ORIGINAL,1,0,0,0,0,0,1,0,0,0,0,0,1
   model ROBUSTE,2,0,0,0,0,0,2,0,0,0,0,0,2
   model ROBUSTE KAISER,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,122,0,0,0,0,20,102,0,0,0,0,0,122
 total marca KAKERBECK,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,1
 total marca KALTENBACH,3,0,0,0,0,0,3,0,0,0,0,0,3
   model nespecificat,3,0,0,0,0,0,3,0,0,0,0,0,3
 total marca KARFA,35,0,0,0,0,0,35,0,0,0,0,0,35
   model nespecificat,35,0,0,0,0,0,35,0,0,0,0,0,35
 total marca KASSBOHRER,822,281,56,73,224,10,178,0,0,321,56,146,299
   model BASIC,55,55,0,0,0,0,0,0,0,55,0,0,0
   model ECOTRANS,3,0,3,0,0,0,0,0,0,3,0,0,0
   model KIPPSILO,7,5,1,1,0,0,0,0,0,6,1,0,0
   model L0WBED,1,0,1,0,0,0,0,0,0,1,0,0,0
   model LOWBED,56,41,6,9,0,0,0,0,0,45,8,3,0
   model MAXIMA,39,19,2,1,17,0,0,0,0,20,1,10,8
   model MEGA,51,19,16,16,0,0,0,0,0,33,6,12,0
   model MULTICONT,36,34,2,0,0,0,0,0,0,36,0,0,0
   model SILOLEGEND,39,37,1,1,0,0,0,0,0,38,1,0,0
   model SKM,1,0,0,0,0,0,1,0,0,0,0,0,1
   model TANKAUFLIEGER,118,69,20,29,0,0,0,0,0,78,37,3,0
   model TISA U3X8,1,0,0,0,0,0,1,0,0,0,0,0,1
   model TRUCK TRANSPORTER,3,2,1,0,0,0,0,0,0,3,0,0,0
   model nespecificat,412,0,3,16,207,10,176,0,0,3,2,118,289
 total marca KASSBOHRER-GOCH,5,0,0,1,4,0,0,0,0,0,0,4,1
   model nespecificat,5,0,0,1,4,0,0,0,0,0,0,4,1
 total marca KATMERCILER,4,4,0,0,0,0,0,0,0,4,0,0,0
   model KTM,4,4,0,0,0,0,0,0,0,4,0,0,0
 total marca KAUTZ,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,1
 total marca KEL-BERG,65,0,0,2,26,18,19,0,0,0,0,4,61
   model BR 5522,1,0,0,0,1,0,0,0,0,0,0,1,0
   model E180K,1,0,0,0,1,0,0,0,0,0,0,1,0
   model S60FA-1,1,0,0,0,1,0,0,0,0,0,0,0,1
   model T 40-3,1,0,0,0,1,0,0,0,0,0,0,0,1
   model T12574-00,1,0,0,0,1,0,0,0,0,0,0,0,1
   model UOPLYST,2,0,0,0,1,1,0,0,0,0,0,0,2
   model nespecificat,58,0,0,2,20,17,19,0,0,0,0,2,56
 total marca KELBERG,123,0,0,0,17,33,73,0,0,0,0,1,122
   model ET7877,2,0,0,0,1,0,1,0,0,0,0,0,2
   model S39B3,1,0,0,0,0,0,1,0,0,0,0,0,1
   model ST30,1,0,0,0,0,1,0,0,0,0,0,0,1
   model T 40-3,1,0,0,0,1,0,0,0,0,0,0,0,1
   model T25,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,117,0,0,0,15,32,70,0,0,0,0,1,116
 total marca KELBERG TRAILERS,1,0,0,0,1,0,0,0,0,0,0,1,0
   model nespecificat,1,0,0,0,1,0,0,0,0,0,0,1,0
 total marca KEMPEN PLEITENBER,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,1
 total marca KEMPF,326,0,1,11,67,84,163,0,0,0,6,28,292
   model SKM,2,0,1,1,0,0,0,0,0,0,2,0,0
   model SKM34/3,1,0,0,0,0,0,1,0,0,0,0,0,1
   model SM 035,1,0,0,1,0,0,0,0,0,0,1,0,0
   model SM039,1,0,0,1,0,0,0,0,0,0,1,0,0
   model nespecificat,321,0,0,8,67,84,162,0,0,0,2,28,291
 total marca KENNIS,6,0,0,0,0,0,6,0,0,0,0,0,6
   model nespecificat,6,0,0,0,0,0,6,0,0,0,0,0,6
 total marca KERBAIDE,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,1
 total marca KIESLING,3,0,0,0,0,2,1,0,0,0,0,0,3
   model nespecificat,3,0,0,0,0,2,1,0,0,0,0,0,3
 total marca KILAFORS,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,1
 total marca KING,30,0,0,2,7,5,16,0,0,0,0,3,27
   model 3-17.5 1600,1,0,0,1,0,0,0,0,0,0,0,1,0
   model TRAILERS,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,28,0,0,1,7,5,15,0,0,0,0,2,26
 total marca KIOLEIDES,9,0,0,0,0,0,9,0,0,0,0,0,9
   model nespecificat,9,0,0,0,0,0,9,0,0,0,0,0,9
 total marca KLAESER,24,0,0,0,0,3,21,0,0,0,0,0,24
   model TSA,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,23,0,0,0,0,3,20,0,0,0,0,0,23
 total marca KLAUS,17,0,0,0,0,0,17,0,0,0,0,0,17
   model SAM16FH10,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,16,0,0,0,0,0,16,0,0,0,0,0,16
 total marca KLEGEFRANCE,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,1
 total marca KMA,1,0,0,0,0,1,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,1,0,0,0,0,0,0,1
 total marca KNAPEN,189,14,22,35,35,29,54,0,0,27,25,37,100
   model K100,32,3,19,10,0,0,0,0,0,15,15,2,0
   model K200,2,1,0,0,0,1,0,0,0,1,0,0,1
   model K502,32,10,3,19,0,0,0,0,0,11,10,11,0
   model KCW,1,0,0,0,1,0,0,0,0,0,0,1,0
   model OPLEGGER,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,121,0,0,6,34,28,53,0,0,0,0,23,98
 total marca KNORN NACHF,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,1
 total marca KOBIT,2,0,0,0,0,2,0,0,0,0,0,0,2
   model nespecificat,2,0,0,0,0,2,0,0,0,0,0,0,2
 total marca KOCKUM LANDSVERK,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,1
 total marca KOEGEL,6842,1,10,447,2528,2220,1636,0,0,8,189,962,5683
   model -,1,0,0,0,1,0,0,0,0,0,0,0,1
   model ---,1,0,0,1,0,0,0,0,0,0,0,1,0
   model KOEGEL ST 30,1,0,0,1,0,0,0,0,0,0,1,0,0
   model MAXX PLUS,117,0,0,20,96,1,0,0,0,0,4,37,76
   model S24,1,0,0,0,1,0,0,0,0,0,0,0,1
   model SF 24,1,0,1,0,0,0,0,0,0,1,0,0,0
   model SFHB24,1,0,0,0,1,0,0,0,0,0,0,1,0
   model SIKT24/P50,28,0,0,6,22,0,0,0,0,0,1,15,12
   model SKPP24,1,0,0,0,0,1,0,0,0,0,0,0,1
   model SN 24,8,0,7,1,0,0,0,0,0,6,2,0,0
   model SN24,14,0,2,11,0,1,0,0,0,0,13,0,1
   model SNC0 24,3,0,0,1,2,0,0,0,0,0,0,1,2
   model SNC024,17,0,0,3,14,0,0,0,0,0,1,7,9
   model SNCO 24 P 90,1,0,0,0,1,0,0,0,0,0,0,0,1
   model SNCO24,82,0,0,0,82,0,0,0,0,0,0,26,56
   model nespecificat,6565,1,0,403,2308,2217,1636,0,0,1,167,874,5523
 total marca KOEHLER,14,0,0,0,0,0,14,0,0,0,0,0,14
   model nespecificat,14,0,0,0,0,0,14,0,0,0,0,0,14
 total marca KOFA,2,0,0,0,0,0,2,0,0,0,0,0,2
   model nespecificat,2,0,0,0,0,0,2,0,0,0,0,0,2
 total marca KOGEL,3888,513,881,910,729,728,127,0,0,1183,939,450,1316
   model 100/1.150,1,0,0,0,1,0,0,0,0,0,0,1,0
   model FOXX,2,0,0,0,2,0,0,0,0,0,0,0,2
   model MEGA-MAXX,1,0,0,1,0,0,0,0,0,0,0,1,0
   model PORT 40 MULTIPLEX,1,0,1,0,0,0,0,0,0,0,1,0,0
   model PORT 40 SIMPLEX 20,2,0,1,1,0,0,0,0,0,0,2,0,0
   model PORT 45 DUPLEX,5,0,5,0,0,0,0,0,0,5,0,0,0
   model PORT 45 MULTIPLEX,2,0,2,0,0,0,0,0,0,1,1,0,0
   model PORT 45 SIMPLEX,3,0,0,3,0,0,0,0,0,0,3,0,0
   model S***24,21,0,0,4,16,1,0,0,0,0,1,6,14
   model S24,8,0,0,7,1,0,0,0,0,0,7,0,1
   model SFHB24,1,0,0,0,1,0,0,0,0,0,0,0,1
   model SFTA24,1,1,0,0,0,0,0,0,0,1,0,0,0
   model SIKH 24,3,0,0,0,3,0,0,0,0,0,0,3,0
   model SIKH24,7,0,0,7,0,0,0,0,0,0,7,0,0
   model SKH 18,2,0,2,0,0,0,0,0,0,2,0,0,0
   model SKH 24 P90,7,0,7,0,0,0,0,0,0,6,1,0,0
   model SKM24,17,12,2,3,0,0,0,0,0,14,3,0,0
   model SKM24-1,5,0,0,5,0,0,0,0,0,0,5,0,0
   model SKM24-4,1,0,0,1,0,0,0,0,0,0,1,0,0
   model SKPP24,1,0,0,0,0,1,0,0,0,0,0,0,1
   model SN 24,333,58,148,127,0,0,0,0,0,175,158,0,0
   model SN24,1572,438,697,423,14,0,0,0,0,966,582,18,6
   model SN24 PRITSCHE,11,0,0,10,1,0,0,0,0,0,1,10,0
   model SNC024,4,0,0,1,1,0,2,0,0,0,1,0,3
   model SNCC 24 P 180 SL 1.070,2,0,0,0,2,0,0,0,0,0,0,1,1
   model SNCO 24,4,0,0,2,2,0,0,0,0,0,0,4,0
   model SNCO 24 P90/910,19,0,0,9,10,0,0,0,0,0,7,8,4
   model SNCO24,2,0,0,0,2,0,0,0,0,0,0,1,1
   model SPKH24,1,0,1,0,0,0,0,0,0,0,1,0,0
   model SVA 24,4,0,3,1,0,0,0,0,0,1,3,0,0
   model SVA24,1,0,0,1,0,0,0,0,0,0,1,0,0
   model SVKA 24,1,0,0,0,1,0,0,0,0,0,0,1,0
   model SVKT24,10,0,0,1,9,0,0,0,0,0,0,8,2
   model SVT 24,13,2,3,8,0,0,0,0,0,4,9,0,0
   model SVT 24 STANDARD,4,0,0,4,0,0,0,0,0,0,4,0,0
   model SWCT24 TANKPLEX 20FT,1,0,1,0,0,0,0,0,0,1,0,0,0
   model nespecificat,1815,2,8,291,663,726,125,0,0,7,140,388,1280
 total marca KOHLER,19,0,0,0,0,1,18,0,0,0,0,0,19
   model nespecificat,19,0,0,0,0,1,18,0,0,0,0,0,19
 total marca KOLUMAN,1,1,0,0,0,0,0,0,0,1,0,0,0
   model SDDU27,1,1,0,0,0,0,0,0,0,1,0,0,0
 total marca KOMPAKTSIEB,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,1
 total marca KONAR,1,0,0,1,0,0,0,0,0,0,1,0,0
   model nespecificat,1,0,0,1,0,0,0,0,0,0,1,0,0
 total marca KONTEX,1,1,0,0,0,0,0,0,0,1,0,0,0
   model nespecificat,1,1,0,0,0,0,0,0,0,1,0,0,0
 total marca KORTEN,10,0,0,0,0,5,5,0,0,0,0,0,10
   model nespecificat,10,0,0,0,0,5,5,0,0,0,0,0,10
 total marca KOTSCHENREUTHER,51,0,0,0,4,19,28,0,0,0,0,1,50
   model nespecificat,51,0,0,0,4,19,28,0,0,0,0,1,50
 total marca KRAKER,43,5,15,17,3,3,0,0,0,19,12,8,4
   model CF-200,11,0,11,0,0,0,0,0,0,10,1,0,0
   model CF200,18,5,4,9,0,0,0,0,0,9,6,3,0
   model CF502,1,0,0,1,0,0,0,0,0,0,1,0,0
   model CF503,4,0,0,4,0,0,0,0,0,0,4,0,0
   model nespecificat,9,0,0,3,3,3,0,0,0,0,0,5,4
 total marca KRAZ,2,0,0,0,0,0,2,0,0,0,0,0,2
   model nespecificat,2,0,0,0,0,0,2,0,0,0,0,0,2
 total marca KREBS,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,1
 total marca KROGER,2,0,0,0,1,1,0,0,0,0,0,0,2
   model nespecificat,2,0,0,0,1,1,0,0,0,0,0,0,2
 total marca KROLL,2,0,0,0,0,0,2,0,0,0,0,0,2
   model nespecificat,2,0,0,0,0,0,2,0,0,0,0,0,2
 total marca KROMHOUT,37,0,0,0,0,0,37,0,0,0,0,0,37
   model 1830E,1,0,0,0,0,0,1,0,0,0,0,0,1
   model 3A0-12-27,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,35,0,0,0,0,0,35,0,0,0,0,0,35
 total marca KRONE,20759,2120,3742,4730,6069,3032,1066,0,26,4779,3955,4055,7970
   model -,3076,2033,1042,1,0,0,0,0,0,3069,7,0,0
   model --,7,6,1,0,0,0,0,0,0,6,1,0,0
   model ---,1,0,0,1,0,0,0,0,0,0,0,1,0
   model -----,22,0,2,20,0,0,0,0,0,0,17,5,0
   model FARA,2,2,0,0,0,0,0,0,0,2,0,0,0
   model KRONE,3,0,1,2,0,0,0,0,0,0,3,0,0
   model N/A,13,0,0,13,0,0,0,0,0,0,13,0,0
   model SD,4,0,0,0,4,0,0,0,0,0,0,4,0
   model SDC 27,10,0,0,0,10,0,0,0,0,0,0,7,3
   model SDC 27 ELTU5_PLUS,10,0,0,0,10,0,0,0,0,0,0,8,2
   model SDC ELTU5,1,0,0,1,0,0,0,0,0,0,1,0,0
   model SDK27S,6,0,0,1,2,3,0,0,0,0,0,1,5
   model SDP27,95,0,8,76,6,4,1,0,0,3,74,11,7
   model SDR,3,0,0,3,0,0,0,0,0,0,0,3,0
   model SDR 27,2,0,1,1,0,0,0,0,0,1,1,0,0
   model SDR-L-02,1,0,0,1,0,0,0,0,0,0,1,0,0
   model SDR27,7,0,0,7,0,0,0,0,0,0,7,0,0
   model SDR27 EI2-MT,2,0,0,0,2,0,0,0,0,0,0,2,0
   model ZANNER KSA 36,1,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,17493,79,2687,4603,6034,3025,1065,0,26,1698,3830,4013,7952
 total marca KUDA,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,1
 total marca KUML IN,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,1
 total marca KUMLIN,22,0,0,0,1,3,18,0,0,0,0,0,22
   model nespecificat,22,0,0,0,1,3,18,0,0,0,0,0,22
 total marca KUZPOLIMERMAS,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,1
 total marca KWB,15,0,0,0,0,1,14,0,0,0,0,0,15
   model nespecificat,15,0,0,0,0,1,14,0,0,0,0,0,15
 total marca L.S.U.,10,0,0,0,0,0,10,0,0,0,0,0,10
   model nespecificat,10,0,0,0,0,0,10,0,0,0,0,0,10
 total marca LACINENA,23,0,0,2,3,12,6,0,0,0,2,1,20
   model AR-13600-LN-N-S,3,0,0,0,0,3,0,0,0,0,0,0,3
   model EJES SENCILLOS,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,19,0,0,2,3,9,5,0,0,0,2,1,16
 total marca LAG,688,13,68,114,137,107,249,0,0,43,75,139,431
   model ---,4,4,0,0,0,0,0,0,0,4,0,0,0
   model 0-3-GC A5,6,0,0,6,0,0,0,0,0,0,6,0,0
   model 0-3-ST A1,4,0,0,4,0,0,0,0,0,0,4,0,0
   model 0-3-ST A2,10,0,6,4,0,0,0,0,0,0,10,0,0
   model DSA95269,1,0,0,0,0,0,1,0,0,0,0,0,1
   model GSA 24,1,0,0,0,0,0,1,0,0,0,0,0,1
   model GSA24,1,0,0,0,0,0,1,0,0,0,0,0,1
   model MEGA,1,0,0,0,1,0,0,0,0,0,0,0,1
   model N/A,1,1,0,0,0,0,0,0,0,1,0,0,0
   model O-3-CC A7,35,0,17,17,1,0,0,0,0,0,34,0,1
   model O-3-ST A1,21,0,15,6,0,0,0,0,0,0,21,0,0
   model SR-3-37 PC,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,602,8,30,77,135,107,245,0,0,38,0,139,425
 total marca LAMBERET,388,20,29,20,151,134,34,0,0,47,14,47,280
   model LVFS2E,1,0,0,0,0,1,0,0,0,0,0,0,1
   model LVFS3,1,0,0,0,1,0,0,0,0,0,0,0,1
   model NC,2,0,0,0,2,0,0,0,0,0,0,2,0
   model SEMIFRIGO,2,0,0,2,0,0,0,0,0,0,2,0,0
   model SR2,2,0,0,0,2,0,0,0,0,0,0,1,1
   model nespecificat,380,20,29,18,146,133,34,0,0,47,12,44,277
 total marca LAMBERT,499,0,0,16,282,88,113,0,0,0,8,39,452
   model SEMIFRIGO,1,0,0,0,0,1,0,0,0,0,0,0,1
   model SR2,57,0,0,3,49,3,2,0,0,0,0,10,47
   model nespecificat,441,0,0,13,233,84,111,0,0,0,8,29,404
 total marca LAMBRECHT,6,0,0,0,0,1,5,0,0,0,0,0,6
   model nespecificat,6,0,0,0,0,1,5,0,0,0,0,0,6
 total marca LANGENDORF,203,6,6,21,54,46,70,0,0,8,16,30,149
   model FLOATLINER,3,3,0,0,0,0,0,0,0,3,0,0,0
   model NW-3,2,2,0,0,0,0,0,0,0,2,0,0,0
   model SATUE,1,0,0,0,0,0,1,0,0,0,0,0,1
   model SKA-P 24/27,1,0,0,0,0,0,1,0,0,0,0,0,1
   model SKA24/29,1,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,195,1,6,21,53,46,68,0,0,3,16,30,146
 total marca LANGERDORF,748,0,0,25,105,115,503,0,0,0,5,52,691
   model SKA 24/27,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,747,0,0,25,105,115,502,0,0,0,5,52,690
 total marca LANGFELD,3,0,0,0,0,0,3,0,0,0,0,0,3
   model nespecificat,3,0,0,0,0,0,3,0,0,0,0,0,3
 total marca LANZ,2,0,0,0,0,0,2,0,0,0,0,0,2
   model nespecificat,2,0,0,0,0,0,2,0,0,0,0,0,2
 total marca LATRE,18,0,0,0,0,7,11,0,0,0,0,0,18
   model nespecificat,18,0,0,0,0,7,11,0,0,0,0,0,18
 total marca LAWRENCE DAVID,1,0,0,0,1,0,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,1,0,0,0,0,0,0,0,1
 total marca LDS,38,0,0,0,20,18,0,0,0,0,0,7,31
   model SIMATRA,1,0,0,0,0,1,0,0,0,0,0,0,1
   model nespecificat,37,0,0,0,20,17,0,0,0,0,0,7,30
 total marca LECI,4,0,0,0,0,3,1,0,0,0,0,0,4
   model nespecificat,4,0,0,0,0,3,1,0,0,0,0,0,4
 total marca LECI TRAILER,427,0,0,3,108,185,131,0,0,0,2,19,406
   model 3 E20,3,0,0,0,3,0,0,0,0,0,0,1,2
   model 3E20,52,0,0,2,13,35,2,0,0,0,2,3,47
   model CARRIER,1,0,0,0,0,1,0,0,0,0,0,0,1
   model E320,1,0,0,0,0,1,0,0,0,0,0,0,1
   model M3S,2,0,0,0,1,1,0,0,0,0,0,0,2
   model RINALDO,1,0,0,0,1,0,0,0,0,0,0,0,1
   model SN18,1,0,0,0,1,0,0,0,0,0,0,1,0
   model SR-3E-SA,1,0,0,0,0,1,0,0,0,0,0,0,1
   model SR-3ES-A,5,0,0,0,0,0,5,0,0,0,0,0,5
   model nespecificat,360,0,0,1,89,146,124,0,0,0,0,14,346
 total marca LECINENA,283,0,0,10,63,104,106,0,0,0,6,8,269
   model A-13500-F-N-S,1,0,0,0,0,0,1,0,0,0,0,0,1
   model A-13550-F-N-S,1,0,0,0,0,0,1,0,0,0,0,0,1
   model ALNS,1,0,0,0,1,0,0,0,0,0,0,0,1
   model AR 13600TIR,1,0,0,0,0,1,0,0,0,0,0,0,1
   model AR-10700-PT-N-S,1,0,0,0,0,1,0,0,0,0,0,0,1
   model AR-13600,1,0,0,0,0,1,0,0,0,0,0,0,1
   model AR-13620,1,0,0,0,1,0,0,0,0,0,0,0,1
   model CH 6325ACMD,1,0,0,0,0,0,1,0,0,0,0,0,1
   model CH-10200-AL-N-S,1,0,0,0,0,1,0,0,0,0,0,0,1
   model CH-10302-AL-N-S,1,0,0,0,1,0,0,0,0,0,0,0,1
   model CH-11840-AL-N-S,3,0,0,0,0,3,0,0,0,0,0,0,3
   model CH-12202-AL-N-S,1,0,0,0,1,0,0,0,0,0,0,1,0
   model CH-6400-AC-M-D,1,0,0,0,0,1,0,0,0,0,0,0,1
   model CH-7470-AC-N-S,1,0,0,0,0,1,0,0,0,0,0,0,1
   model CH-7500-AL-N-S,1,0,0,0,0,1,0,0,0,0,0,0,1
   model CH-7501-AL-N-S,4,0,0,0,3,1,0,0,0,0,0,0,4
   model CH-8900-AL-N-S,1,0,0,0,0,1,0,0,0,0,0,0,1
   model CH7501-AL-N-S,7,0,0,0,6,1,0,0,0,0,0,0,7
   model SRE-3E,1,0,0,0,0,0,1,0,0,0,0,0,1
   model SRP-3ED,2,0,0,0,0,0,2,0,0,0,0,0,2
   model SRV-3ED,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,250,0,0,10,50,91,99,0,0,0,6,7,237
 total marca LECITRAILER,303,4,3,24,170,60,42,0,0,4,19,26,254
   model 13620A S N 02,1,0,0,1,0,0,0,0,0,0,1,0,0
   model 3E20,32,0,0,1,17,14,0,0,0,0,0,4,28
   model D-2440,1,0,0,0,1,0,0,0,0,0,0,0,1
   model LTC-3ES,4,4,0,0,0,0,0,0,0,4,0,0,0
   model LTCO-3ES,4,0,0,4,0,0,0,0,0,0,4,0,0
   model LTP-3ESLSL-XL,8,0,0,8,0,0,0,0,0,0,7,1,0
   model nespecificat,253,0,3,10,152,46,42,0,0,0,7,21,225
 total marca LECSOR,22,0,0,0,12,9,1,0,0,0,0,1,21
   model nespecificat,22,0,0,0,12,9,1,0,0,0,0,1,21
 total marca LEGRAS,65,5,3,6,35,9,7,0,0,8,4,24,29
   model 42EB00,1,0,0,1,0,0,0,0,0,0,1,0,0
   model DM34/38,2,0,0,2,0,0,0,0,0,0,2,0,0
   model LEGRAS INDUSTRIES,1,0,0,1,0,0,0,0,0,0,1,0,0
   model nespecificat,61,5,3,2,35,9,7,0,0,8,0,24,29
 total marca LENAERTS,4,0,0,0,0,2,2,0,0,0,0,0,4
   model nespecificat,4,0,0,0,0,2,2,0,0,0,0,0,4
 total marca LENHARDT,6,0,0,0,0,2,4,0,0,0,0,0,6
   model 6S3PS0,1,0,0,0,0,1,0,0,0,0,0,0,1
   model nespecificat,5,0,0,0,0,1,4,0,0,0,0,0,5
 total marca LEVEQUES,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,1
 total marca LIAZ,1,0,0,0,0,0,1,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,0,1,0,0,0,0,0,1
 total marca LIDE CRYO AB,1,0,0,0,0,1,0,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,1,0,0,0,0,0,0,1
 total marca LIDER DAMPER,11,10,1,0,0,0,0,0,0,11,0,0,0
   model LD299,1,0,1,0,0,0,0,0,0,1,0,0,0
   model LT101,2,2,0,0,0,0,0,0,0,2,0,0,0
   model LT110,4,4,0,0,0,0,0,0,0,4,0,0,0
   model LT299,4,4,0,0,0,0,0,0,0,4,0,0,0
 total marca LIFTLUX,4,0,0,0,0,0,4,0,0,0,0,0,4
   model nespecificat,4,0,0,0,0,0,4,0,0,0,0,0,4
 total marca LINDE CRYO AB,2,0,0,0,0,2,0,0,0,0,0,0,2
   model nespecificat,2,0,0,0,0,2,0,0,0,0,0,0,2
 total marca LINDNER FISCHER,25,0,0,0,0,5,20,0,0,0,0,0,25
